LIMIT_BAL_clean,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEPT,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMT_SEPT_clean,BILL_AMT_AUG_clean,BILL_AMT_JUL_clean,BILL_AMT_JUN_clean,BILL_AMT_MAY_clean,BILL_AMT_APR_clean,PAY_AMT_SEPT_clean,PAY_AMT_AUG_clean,PAY_AMT_JUL_clean,PAY_AMT_JUN_clean,PAY_AMT_MAY_clean,PAY_AMT_APR_clean
50000,0,2,1,36,0,0,0,0,0,0,16906.0,17645.0,18478.0,10279.0,10646.0,10776.0,1314.0,1147.0,348,512.0,435.0,190.0
70000,0,1,1,32,0,0,0,0,0,0,70178.0,71312.0,71314.0,71595.0,70040.0,68927.0,2900.0,2766.0,3648,2700.0,2487.0,2600.0
50000,0,1,2,22,2,0,0,0,0,0,48932.77269198729,48663.09834833823,46173.79591306698,38427.06048705425,28273.40727302713,28187.955103812656,3397.092999715729,1957.0553534761225,4490,1002.368270948008,1842.1152701328035,1000.1578847298672
50000,0,2,1,42,0,0,0,0,0,0,41653.86906120632,42375.23001800939,43106.22907947186,43676.538023489054,45089.302184003165,45972.0057580594,2014.47931410624,2014.007698551564,1887,2737.247292187587,1973.7247292187587,1605.1010831249653
30000,0,2,1,52,2,2,2,2,2,2,17598.727979676616,18630.109511785984,19422.464179721897,19758.928655394386,20165.61729236925,19704.198472650307,1618.614209731005,1390.4942745088956,953,1027.9213145965075,0.0,1673.2886090360075
240000,0,1,2,34,2,0,0,0,0,0,5488.0,1788.0,2840.0,3750.0,4750.0,-10.0,1700.0,1090.0,1000,1000.0,0.0,0.0
240000,0,2,1,31,-1,-1,-1,0,-1,0,2851.613991062959,1702.7524127552028,2357.507589301622,1352.7488287259998,2642.1326132810004,2408.7397171143643,1705.2709056830618,2358.652358814285,1146,2643.9642445012614,1781.406024174914,1223.3759255487903
10000,1,2,1,40,1,1,1,0,0,1,4019.9593396630153,4813.573271598567,5590.550567828558,7430.174200244313,8271.059133026538,8051.547058944818,1005.3466460467564,1006.073374635636,1948,962.936841967145,51.90918491996499,1328.2280699452415
20000,0,2,2,26,2,-1,0,0,0,0,1041.0,10757.0,11094.0,9351.0,8562.0,8058.0,10758.0,2679.0,502,224.0,513.0,9.0
110000,0,3,1,40,0,0,0,0,0,0,41629.0,42626.0,45666.0,84725.0,49757.0,46196.0,1688.0,3728.0,1726,1608.0,2169.0,1698.0
50000,1,1,2,25,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
270000,1,1,1,39,0,0,0,-1,0,0,18221.0,5973.0,6511.0,49873.0,44658.0,40703.0,3005.0,3027.0,49935,5021.0,2004.0,5008.0
50000,0,1,2,33,-1,2,-1,-1,-1,-2,7363.0,5180.0,31902.0,11044.0,0.0,0.0,39.0,32013.0,11079,0.0,0.0,0.0
50000,1,1,1,27,1,1,-1,0,1,1,1991.2488714874207,289.26020840841284,270.6908340723021,65.00715646425525,170.51496519215607,3986.974183353708,253.2187409469616,0.0,65,105.50780872790074,3921.967026889453,0.0
30000,0,1,2,23,0,0,0,0,0,0,27013.0,26590.0,26249.0,22721.0,17650.0,25602.0,1470.0,1889.0,1400,384.0,1000.0,0.0
80000,0,3,1,34,2,3,2,2,2,0,78489.0,76697.0,74847.0,79620.0,78257.0,79953.0,0.0,0.0,6000,0.0,3200.0,3000.0
360000,0,1,2,35,-1,-1,-1,-1,0,0,1475.0,13466.0,17584.0,17354.0,37703.0,22490.0,14200.0,17631.0,17741,25203.0,10000.0,216.0
30000,0,2,2,24,2,2,7,7,7,7,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0,0,0.0,0.0,0.0
260000,0,2,2,35,0,0,0,0,0,0,131211.0,132175.0,133289.0,134642.0,137065.0,108328.0,4001.0,4215.0,4101,4000.0,3300.0,3300.0
200000,0,4,2,48,0,0,-2,-2,-2,-2,198540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
20000,1,2,1,33,1,0,0,0,0,0,16097.918886761176,17392.41598554356,18350.340348146117,18688.59835724759,19074.966451479235,19190.99938709709,1558.920398876047,1562.5635829210055,954,867.8209791195704,646.1329682772416,737.016467808928
250847,1,2,2,28,0,0,0,0,0,0,174212.44693620547,172442.30139608384,157269.2113335089,141401.30105275067,124150.4964774979,122704.1725534776,6151.949903708257,5418.365024887568,5854,5232.064262553534,5003.254280211901,10712.163716802708
240000,0,1,2,30,0,0,0,0,0,0,12876.0,4420.0,4508.0,8064.0,4520.0,4476.0,1905.0,3632.0,7100,0.0,3500.0,3600.0
180000,1,2,1,35,0,0,0,0,0,0,95757.0,76696.0,77720.0,79430.0,81098.0,82791.0,3400.0,2900.0,3000,3100.0,3200.0,7300.0
50000,0,2,1,29,0,0,0,0,0,0,49895.0,48434.0,47827.0,28935.0,28224.0,27547.0,1867.0,1521.0,1419,969.0,997.0,952.0
270000,0,2,1,34,0,0,0,0,0,0,203657.0,194792.0,181341.0,170107.0,158889.0,147344.0,10015.0,6538.0,7744,7068.0,5350.0,10077.0
270000,1,1,2,35,1,-2,-2,-2,-2,-2,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,0.0,0.0,0,0.0,0.0,0.0
20000,0,1,2,24,-1,-1,2,-1,0,-1,1371.0,796.0,398.0,796.0,398.0,716.0,796.0,0.0,796,0.0,716.0,12111.0
80000,0,2,2,30,-1,-1,-1,-1,-1,0,5919.0,5545.0,2154.0,583.0,11381.0,9508.0,5548.0,2154.0,583,11381.0,190.0,74.0
440000,0,3,1,50,0,0,0,0,0,0,250825.0,167091.0,144804.0,67729.0,66077.0,60074.0,10043.0,8608.0,25031,25030.0,22053.0,20030.0
10000,1,2,2,45,1,0,0,1,0,0,9484.705250466057,9499.251840331895,9193.990523203747,7953.239028857616,6652.396002341775,5720.917232877971,1884.333651863481,1614.4735631589788,232,676.7133037651658,1043.8463414168248,2571.259201659479
20000,0,1,2,24,0,-1,-1,0,1,1,2389.766418473509,19060.773693892144,1879.5371510039893,414.2790986757078,121.43022533107305,526.1976431013165,19069.53509145728,1952.395286202633,485,0.0,404.7674177702434,0.0
327197,1,2,1,30,0,0,1,0,0,0,325671.05984754633,318706.44772015687,290299.61700901773,262170.7307997354,249156.14019793124,244883.42794242548,13774.040724670484,5052.66136989945,11099,9135.989850979391,9167.8680627321,9297.087827604671
140000,0,2,2,24,1,2,2,0,0,0,39790.811035404775,43509.81811794866,43000.30226308527,44181.28429459511,45869.43407653845,46929.62495956983,4685.541262808729,473.4217629469948,2199,2688.7418606427364,1959.9925270749015,3534.7623944517973
290000,0,2,1,41,0,0,2,0,0,0,4783.0,7239.0,6957.0,4954.0,7221.0,6988.0,2552.0,0.0,1000,5000.0,2500.0,3659.0
222944,0,2,1,50,2,0,0,0,0,0,221104.44813372192,226208.73904674957,224329.76759024704,209538.99879404932,207539.64800372545,207934.30114413236,10200.59821272604,5761.691737440582,7735,7685.053067479979,8032.004982376001,6987.419258350556
120000,0,1,2,30,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,0.0,832.0,416.0,416.0,416.0,0,832.0,416.0,416.0
370000,0,2,1,47,-2,-2,-2,-2,-2,-2,1289.0,2408.0,395.0,12074.0,744.0,4040.0,2432.0,397.0,12133,747.0,4060.0,3059.0
50000,1,3,1,38,0,0,1,0,0,0,3272.248135866274,11606.189012479255,11310.084334352054,11821.813460053205,2033.5421574416469,2055.125975871572,8760.420114259501,145.83292773417622,972,213.3121264431763,198.1667607656711,93.9583779492406
180000,1,2,2,30,-1,-1,-1,-1,-1,-1,440.0,30404.0,0.0,880.0,150.0,430.0,30404.0,0.0,880,150.0,430.0,747.0
500000,1,1,1,39,-1,-1,-1,-1,-1,-1,11045.080892333588,10483.591023371471,12330.357498393289,11114.923030853895,17748.89752657212,10213.85647838364,10619.399804108778,12334.39140695505,11117,17752.931435133883,10217.890386945402,438.08246980745
140000,1,2,1,39,0,0,0,0,0,0,136032.0,139118.0,134651.0,135350.0,129135.0,132035.0,5400.0,5000.0,6000,4700.0,5000.0,5400.0
50000,1,2,1,37,0,0,0,0,0,0,43127.87242866366,44099.9271143579,35826.28647749152,21074.32544624711,19045.04948193549,19521.924479459027,1796.7447912883183,1669.7708431016008,1340,852.2317653816771,863.4192657944208,876.4713496092884
274105,1,2,1,40,1,1,1,0,0,0,61074.17630947099,70334.89871260615,68347.54123051722,75273.91218813248,78425.36473043484,76879.83654842793,10494.356079700688,1231.705550998179,13020,4178.862966001214,7331.3046395039455,1642.2740679975718
60000,0,1,1,35,2,2,2,2,2,2,42344.34497286748,43451.82792104092,44840.76906502199,45325.3221680402,46407.83647113201,47033.18053233892,2110.273906362152,2338.200588431453,1519,2080.602787419251,1519.397212580749,2311.7808749102787
20000,1,2,2,24,1,2,3,2,2,2,16706.0,18342.0,17755.0,17967.0,17538.0,18647.0,2200.0,0.0,800,0.0,1401.0,0.0
200000,1,2,2,31,-1,-1,2,-1,-1,-1,5433.0,20516.0,7973.0,6202.0,8549.0,6251.0,20710.0,23.0,6228,8574.0,6269.0,6411.0
450000,1,1,1,47,1,0,-2,-2,-2,-2,1330.0338317690043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
240000,0,1,1,33,-1,-1,-2,-2,-2,-2,2193.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0,2500.0,0.0,880.0
140000,1,2,1,44,1,-1,-1,-1,0,-1,0.0,1384.0,-12.0,1900.0,664.0,1085.0,1384.0,0.0,1912,0.0,1085.0,0.0
334314,1,1,2,44,0,0,0,0,0,0,334346.9526869281,336885.9800728019,325030.38999999897,278973.2225232269,270444.2665218023,262935.1275280665,15985.325797837915,12153.520051521811,9359,14658.995026511078,13334.469059983172,15070.80373381866
80000,0,2,1,42,0,0,0,0,0,2,18172.0,19559.0,20437.0,26591.0,28350.0,27758.0,2000.0,1500.0,6500,2200.0,0.0,1100.0
220000,0,2,1,33,0,0,0,0,0,0,204144.0,175748.0,172758.0,175030.0,174122.0,175472.0,6500.0,6300.0,7700,6300.0,6300.0,6150.0
20000,1,2,1,26,0,-1,2,-1,0,0,390.0,780.0,390.0,756.9784206747642,833.8166789421098,77.7352029163809,780.0,0.0,756,131.55188185849056,0.0,0.0
50000,0,1,2,25,0,0,0,0,0,0,34582.86988079143,35664.09340846229,36459.11910198724,37472.8071206056,38219.735914549645,39013.15397319876,1942.3013400621624,1690.3725461181086,1618,1223.2938139594314,1227.9097067544585,1260.797942919026
80000,0,2,2,24,-1,-1,2,0,0,0,2152.0,3832.0,3587.0,3332.0,3400.0,-300.0,2245.0,0.0,267,68.0,0.0,0.0
30000,0,2,2,23,0,0,0,0,0,0,20059.0,21061.0,22092.0,23104.0,23420.0,24045.0,1641.0,1672.0,1684,1000.0,1000.0,1000.0
100000,0,2,1,41,2,2,2,2,2,2,44354.6454865065,45421.39540156932,46482.00169874365,47243.96013117037,48080.443878078026,49024.306376733526,2080.654660789068,2114.1837125060474,1819,1980.654660789068,1961.3093215781369,2000.0
70000,0,2,1,37,0,0,0,0,2,0,66447.0,66759.0,68200.0,72972.0,71248.0,50610.0,2391.0,2518.0,5950,0.0,1782.0,1985.0
140000,0,3,1,48,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,959.0,0.0,0.0,0.0,0,959.0,0.0,0.0
10000,1,3,2,45,1,2,2,2,0,0,9503.0,7238.0,9407.0,8126.0,8838.0,9039.0,0.0,2310.0,0,1000.0,500.0,335.0
70000,1,1,2,28,0,0,0,0,0,0,19728.0,16923.0,10076.0,33079.0,23188.0,20937.0,8000.0,2000.0,30000,5000.0,20000.0,25000.0
263664,0,2,1,32,0,1,0,0,0,0,265903.2024180603,265270.24136549345,271720.2953187568,260328.3528910656,22107.436311322705,17370.6987173242,3859.1380459858538,11118.078508586656,10484,1274.6493431384304,1804.096238614573,7.751472748998915
260000,0,1,1,38,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
120000,0,2,1,32,0,0,0,0,0,0,111441.0,113869.0,116110.0,111978.0,112822.0,114969.0,5596.0,5498.0,5500,4000.0,4300.0,5012.0
20000,0,3,1,61,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
180000,0,2,1,33,0,0,0,0,0,0,13006.72844770816,13107.61082703456,12278.546616980691,9956.421667874904,34606.17200427255,28499.40396783196,1438.577062416193,1461.2932960707103,970,29321.744084460213,1199.834440879033,1087.986806058679
360000,1,2,2,40,-1,0,0,0,0,0,36560.0,34371.0,43052.0,43596.0,33762.0,33391.0,11028.0,15044.0,10115,14026.0,5104.0,20077.0
280000,0,1,2,31,-1,-1,-1,-1,-1,-1,410.0,3977.0,1713.0,1430.0,6877.0,6479.0,3977.0,1726.0,1430,6877.0,6479.0,720.0
360000,0,2,2,34,0,0,0,0,0,0,122193.0,109382.0,109845.0,105271.0,96644.0,94973.0,5004.0,4031.0,3082,7018.0,2755.0,1813.0
20000,1,2,2,30,1,2,2,2,0,0,17260.0,19099.0,19309.0,18703.0,18937.0,20724.0,2422.0,816.0,0,685.0,2100.0,0.0
100000,0,2,1,29,0,0,0,0,0,0,49707.0,48657.0,49699.0,47635.0,48664.0,49578.0,2000.0,2000.0,1691,1782.0,1739.0,1400.0
30000,0,2,2,22,-1,2,2,2,2,2,11222.0,11738.0,13255.0,14380.0,14081.0,10796.0,1000.0,2000.0,1670,551.0,0.0,500.0
50000,0,3,1,47,2,2,2,2,2,0,41698.3835145804,41890.01291655963,44215.82459612111,45120.18318224157,43936.404972027536,44886.070967265725,1051.1770027407774,3324.803832876537,1929,0.0,1824.8038328765367,2105.117700274078
100000,0,2,1,40,0,0,0,0,0,0,114670.3993817786,82343.46858639961,82472.67028899273,79392.16315428757,76849.84178337018,74592.45642759885,3087.217027308221,3504.3460592061147,2456,2656.287485045507,2755.389647517782,2879.412327545316
100000,1,1,1,31,0,0,0,0,0,-1,5488.53479948539,4847.46520051461,4400.871505271814,2575.941690096695,362.7538207606359,561.4197419563797,847.6589096691064,756.8383122045592,0,267.920762520414,561.4197419563797,333.7656956822106
40000,0,1,1,24,0,0,0,0,0,0,28435.04692317881,33448.42795572283,37716.6326684359,38024.38800101986,35188.07177688229,34756.619282085005,5696.063958987653,5107.539750154321,6637,2548.35462150646,3911.265966129845,5000.0
130000,0,2,2,24,1,-2,-1,-1,-1,-1,-10.0,-10.0,3362.0,-3.0,998.0,937.0,0.0,3372.0,0,1001.0,939.0,1013.0
110000,1,2,2,26,-1,-2,-2,-2,-2,-1,217.4186470188247,217.4186470188247,117.37939225556178,-100.03925476326287,100.03925476326287,684.8765488009122,217.4186470188247,117.37939225556178,0,634.9158035641751,734.8372940376494,33.97330676098124
10000,0,3,2,46,1,2,-1,2,0,0,4474.0,189.0,3510.0,3306.0,3551.0,5577.0,0.0,3510.0,0,300.0,2260.0,2000.0
180000,0,3,2,33,1,-1,2,-1,-1,-2,0.0,199.0,199.0,580.0,0.0,0.0,199.0,0.0,580,0.0,0.0,0.0
150000,0,1,1,30,0,-1,-1,-1,-1,0,4.486481891002533,16.110548608600002,10.740365739066668,5.370182869533334,1856.370010896966,1875.029696943636,16.994249587130806,0.0,0,1856.370010896966,24.02986891620296,0.0
20000,1,2,1,24,1,2,3,2,0,0,19194.1462335891,21786.41660578708,21162.952782441545,20366.75704742324,19967.02513575047,19893.30084576169,3213.4044163615968,0.0,0,0.2680883272319345,51.47295882853143,333.5018790765266
350000,1,1,2,29,0,0,0,0,-2,-2,16476.0,21256.0,25750.0,0.0,0.0,0.0,5000.0,5000.0,0,0.0,0.0,0.0
360000,1,2,1,45,2,2,-2,-2,-2,-2,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
180000,0,2,1,26,0,0,0,0,-1,-1,182026.0,111563.0,78169.0,0.0,2354.0,9446.0,4500.0,10056.0,200,2354.0,9446.0,0.0
140000,0,1,2,32,0,0,0,0,0,0,112933.0,114564.0,118713.0,121248.0,123232.0,126242.0,5000.0,6000.0,6000,5500.0,5000.0,6000.0
50000,1,1,2,27,-1,0,0,0,-1,-1,33567.0,0.0,28971.0,30437.0,14106.0,794.0,2034.0,0.0,2500,1024.0,397.0,21885.0
50000,1,2,2,32,0,1,2,2,2,2,40169.91105397058,41355.08192622973,40395.49924167214,42815.435514834906,41999.85283027731,48857.16232144103,2121.707856067127,0.0,3400,0.0,7756.584287865746,0.0
100000,0,3,1,41,1,2,2,2,0,0,102250.0,97551.0,101882.0,98311.0,97546.0,101281.0,0.0,8900.0,0,3500.0,7570.0,0.0
500000,0,1,2,27,-1,0,-1,-1,-1,-2,17531.0,27016.0,10627.0,680.0,0.0,0.0,26588.0,10663.0,680,0.0,0.0,2360.0
80000,0,2,1,43,2,0,0,0,0,0,68612.0,69971.0,71846.0,72372.0,73475.0,74842.0,3100.0,3600.0,2720,2400.0,2224.0,3990.0
360000,0,2,2,34,0,-2,-2,-1,-1,-2,-23.405463496707544,-23.405463496707544,-0.6283345905156388,681.9353805226754,21.83462702041845,0.0,0.0,22.777128906191905,706,21.83462702041845,0.0,0.0
60000,0,2,1,29,0,0,0,0,0,0,63578.0,61347.0,57138.0,51026.0,24213.0,5295.0,2188.0,2285.0,1429,169.0,426.0,29350.0
100000,0,2,1,29,2,2,0,0,2,2,75242.0,73482.0,76628.0,82320.0,83359.0,85837.0,0.0,5000.0,7000,2500.0,4000.0,0.0
50000,1,2,2,42,0,0,0,0,0,0,5268.0,5896.0,6645.0,7009.0,6869.0,7268.0,1107.0,1246.0,1000,500.0,1000.0,390.0
180000,0,2,2,25,0,0,0,0,2,2,4745.0,5765.0,6631.0,8386.0,8109.0,8820.0,1257.0,1123.0,1878,0.0,1000.0,0.0
20000,0,2,2,22,0,0,0,0,0,0,18062.0,18374.0,19222.0,18014.0,18627.0,15811.0,1700.0,1500.0,1000,1000.0,1000.0,1000.0
30000,0,2,2,25,0,0,0,0,0,0,7244.0,8265.0,9436.0,10123.0,10335.0,10691.0,1142.0,1313.0,1000,375.0,528.0,600.0
70000,1,2,1,30,0,0,0,0,0,0,68671.0,60808.0,62648.0,46342.0,46904.0,48558.0,2500.0,3182.0,1800,1300.0,2000.0,2000.0
430000,0,2,2,29,2,0,0,0,0,0,75249.0,77754.0,79822.0,81859.0,83844.0,86082.0,3754.0,3322.0,3359,3344.0,3582.0,3623.0
90000,0,2,1,27,1,1,1,1,1,1,84654.04714170138,86135.83402379464,85711.16765232099,83238.12678285292,84438.55254419603,85947.39658244343,4635.571297534305,1458.3077701771017,1404,3365.846536580427,2993.661385367829,3500.0
500000,0,1,1,41,-2,-2,-2,-2,-2,-2,4513.0,4342.0,3321.0,6760.0,5788.0,12633.0,4375.0,3337.0,6789,5816.0,12696.0,4348.0
160000,0,2,2,24,0,0,0,0,0,0,157389.0,158475.0,162309.0,162462.0,160085.0,158236.0,6800.0,6500.0,6000,6200.0,6200.0,6000.0
90000,0,1,2,30,2,2,2,2,2,2,15979.0,17414.0,16846.0,20559.0,19933.0,21454.0,2000.0,0.0,4000,0.0,2000.0,0.0
317884,1,1,1,44,1,3,2,1,1,1,337293.1364423159,335354.6019862971,323821.3771490478,304997.27,285868.33,279505.05999999965,5673.660552939009,1203.6830102756985,1186,22453.41929667663,1173.0091901544374,11938.96567724436
210000,1,2,1,35,-1,-1,-2,-2,-1,-1,5811.0,0.0,0.0,0.0,1243.0,0.0,0.0,0.0,0,1243.0,0.0,0.0
140000,1,1,2,28,0,0,0,0,0,0,135648.0,138049.0,99274.0,100878.0,102984.0,106628.0,5247.0,3213.0,2857,2963.0,4566.0,1969.0
220000,1,1,1,36,-1,-1,-1,-1,0,-1,16783.0,4861.0,2267.0,1350.0,925.0,11597.0,4880.0,2267.0,1350,0.0,11597.0,82619.04999999935
50000,1,2,2,24,0,0,0,0,0,0,50603.0,50116.0,48063.0,43787.0,9226.0,9628.0,2500.0,2505.0,2531,530.0,2000.0,1000.0
440000,0,2,2,28,0,0,0,0,0,0,350110.6799999999,337495.28,325030.38999999897,304997.27,258387.0,255740.0,15000.0,20000.0,15305,10070.0,15037.0,10052.0
30000,0,2,1,38,0,0,0,0,2,2,20344.0,21705.0,22537.0,24161.0,25128.0,24576.0,2000.0,1500.0,2000,1500.0,0.0,1200.0
150000,0,1,2,28,0,0,-1,4,3,2,8982.0,0.0,1187.0,1182.0,882.0,441.0,0.0,1187.0,0,0.0,0.0,583.0
129078,1,2,2,49,0,0,0,0,0,0,105641.4498325312,71560.21003320643,59856.1793111662,45176.79042029748,41737.99429723228,42640.30998280939,3124.6672402043773,2113.6543333930367,1949,1944.738573714893,1572.5005483430496,1944.738573714893
210000,0,1,2,33,-1,-1,-1,-1,0,0,27042.0,0.0,188.0,16464.0,13947.0,0.0,0.0,188.0,16476,0.0,0.0,0.0
50000,0,1,1,29,0,0,0,0,0,0,29719.0,30754.0,31939.0,33102.0,33918.0,35197.0,1815.0,2000.0,2000,1500.0,2000.0,1500.0
50000,1,2,2,25,1,1,1,0,0,0,19767.280326610817,21665.4014346313,18586.81243846063,19923.472593380087,19579.53900721441,18512.062985994307,3780.928841251215,11.368068975906036,2000,1504.1459040758227,1000.0,1991.7081918483543
50000,1,1,1,48,0,0,0,0,0,0,47309.53929183446,10400.289538390556,11670.467709384116,12651.343358070571,13674.506202051596,14507.787781068566,1352.2990518806153,1442.401972752466,1190,1253.831753134359,1056.8971556418455,485.1563902795967
40000,0,2,1,52,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0.0,0,0.0,0.0,0.0
20000,0,2,1,24,2,1,1,1,1,1,334.3929151876865,334.3929151876865,334.3929151876865,334.3929151876865,334.3929151876865,263.3159016112491,71.07701357643742,71.07701357643742,71,71.07701357643742,0.0,142.15402715287485
30000,0,1,2,24,0,0,0,0,0,0,28885.0,27924.0,27709.0,27457.0,26848.0,26407.0,1459.0,1414.0,952,1002.0,832.0,2698.0
140000,0,2,1,42,0,0,0,0,0,0,158495.0,160681.0,144194.0,144802.0,147311.0,150207.0,5530.0,6600.0,5100,5460.0,5460.0,5100.0
50000,1,1,2,28,1,1,-1,-1,1,1,1662.984501615962,59.68466025933122,59.68466025933122,119.81899134032476,119.81899134032476,4045.309815475329,59.68466025933122,59.68466025933122,119,59.68466025933122,3985.175484394336,59.68466025933122
20000,1,1,2,22,0,0,2,0,0,0,18523.0,17889.0,16473.0,19004.0,19254.0,16287.0,3500.0,0.0,3000,574.0,539.0,342.0
230000,1,1,2,30,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,625.0,514.0,0.0,0.0,0,625.0,514.0,3.0
80000,0,3,1,40,0,0,0,0,0,0,29676.0,30707.0,31721.0,32350.0,33031.0,33926.0,1513.0,1527.0,1156,1200.0,1445.0,3700.0
270000,0,1,2,27,-1,-1,2,2,-1,-1,9112.0,6035.0,3687.0,0.0,887.0,690.0,6035.0,0.0,0,887.0,690.0,6331.0
200000,0,3,1,37,-1,-1,-1,0,0,-1,10701.0,4251.0,5144.0,6807.0,51013.0,54416.0,4251.0,5144.0,2000,44406.0,54725.0,3000.0
250000,0,2,1,44,0,0,2,2,2,0,6107.0,8837.0,8535.0,10647.0,10352.0,12788.0,3000.0,0.0,3000,0.0,3000.0,3000.0
80000,0,2,1,45,0,0,0,0,0,0,79552.0,81392.0,80966.0,79295.0,81142.0,80672.0,3130.0,3107.0,2847,3134.0,3072.0,3010.0
30000,1,2,2,32,0,0,0,0,0,0,20881.0,22224.0,23557.0,24764.0,25234.0,14852.0,2000.0,2000.0,2000,1000.0,1000.0,1000.0
10000,0,2,2,22,1,2,0,0,0,0,10250.0,8558.0,10525.0,10050.0,9903.0,9984.0,0.0,2126.0,390,328.0,476.0,1287.0
150000,0,1,2,35,-2,-2,-2,-2,-2,-2,9164.0,14011.0,7715.0,8295.0,7301.0,4388.0,14021.0,7723.0,8295,7301.0,4388.0,1600.0
50000,0,2,1,26,2,2,2,0,0,0,49592.34126563462,50059.45949007674,47608.15886628743,18584.994863491185,18117.449178327613,18619.375599400213,1547.7812650525098,2.4234183205432283,732,785.4594900767406,903.0632671782708,885.129971606251
160000,1,1,2,31,-2,-2,-1,0,0,0,2930.0,459.0,2613.0,22315.0,26911.0,35239.0,466.0,4171.0,22137,20000.0,12198.0,0.0
140000,0,2,2,32,0,0,0,0,0,0,121508.0,99470.0,83330.0,57609.0,59526.0,31515.0,5000.0,4000.0,3000,3000.0,2500.0,0.0
30000,1,2,1,27,1,2,0,0,-1,0,5583.845521633257,3490.3486028376747,194.34942369709043,938.983230965636,728.0770148501899,367.01704265416913,0.0,194.34942369709043,744,728.0770148501899,5.957070458148365,290.4071848347328
320000,0,2,1,35,0,0,0,0,0,0,158942.0,155925.0,126767.0,114110.0,109637.0,95850.0,5057.0,4606.0,5800,3375.0,3324.0,2500.0
360000,1,1,1,34,0,0,0,-1,-1,-1,3187.0,3758.0,-1360.0,113091.0,114251.0,117922.0,1025.0,1361.0,70000,4001.0,5001.0,4001.0
230000,1,1,2,29,0,0,0,0,0,0,121344.0,121415.0,25210.0,21433.0,18203.0,13931.0,6317.0,5516.0,2015,2014.0,2019.0,5536.0
360000,0,2,1,30,0,0,0,0,0,0,20992.0,40125.0,44454.0,48382.0,51951.0,55957.0,20000.0,5000.0,5000,5000.0,5000.0,3000.0
20000,0,1,3,51,-1,-1,-1,-1,-1,-1,3680.0,0.0,543.0,780.0,2500.0,0.0,0.0,543.0,780,2500.0,0.0,0.0
170000,1,2,1,52,3,2,2,-2,-1,-1,2184.0,1990.0,0.0,0.0,3955.0,1278.0,0.0,0.0,0,3955.0,1278.0,1316.0
140000,0,2,2,31,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,76.0,76.0,76.0,0.0,0.0,76,0.0,0.0,0.0
20000,0,2,1,34,0,0,0,2,2,2,6646.474928964461,7667.099830433349,9586.595958827327,10089.703780864258,9889.587470440669,9652.019460688734,1257.7988487840576,2087.468924493207,807,192.6628292801919,67.43199024806717,410.12728272566255
190000,0,1,2,26,2,0,0,0,0,0,204297.0,106428.0,109736.0,111487.0,114878.0,118541.0,6355.0,6500.0,5000,5117.0,5644.0,4767.0
260000,0,4,1,33,0,0,-1,-1,0,0,2229.0,3140.0,2740.0,107139.0,105188.0,104418.0,1000.0,2740.0,70000,4000.0,4000.0,4696.0
170000,0,1,2,30,0,0,0,0,0,0,30552.0,29342.0,30544.0,30477.0,2609.0,1359.0,2500.0,2500.0,780,1100.0,400.0,918.0
195515,1,2,1,45,0,0,0,0,0,0,41080.18999616794,221225.1391563092,211219.57858319895,194690.28578741764,160588.215819616,87726.37175190359,66522.17999999854,9253.043870857606,5162,3816.020139539157,7851.415932822661,52994.91566508119
100000,1,1,1,40,2,2,0,0,0,0,27002.0,26274.0,27045.0,28598.0,30131.0,32356.0,0.0,1500.0,2000,2000.0,2700.0,1300.0
120000,0,1,2,35,2,2,2,2,0,0,110581.0,104687.0,112279.0,108089.0,88594.0,87630.0,0.0,10800.0,0,3500.0,3400.0,3500.0
50000,1,2,2,48,0,0,0,0,-1,-1,50561.06518459968,36807.99551536128,13485.93421447078,1871.2177848038132,1927.9806673972344,1969.954752993136,1311.98116208108,1043.4964617574108,67,86.99292351482164,73.9439849875984,65.46217494490328
68335,0,2,1,27,2,1,2,1,0,0,68963.53643126134,70366.75356642927,68901.55584113758,26642.56405474829,24529.783570253632,24929.001542879487,3000.0,581.0427719016238,298,1885.2898367220005,992.1750686878578,1064.9302811007549
